soln,cell,cell_plot,dist_x,time,step,pH,pe,temp(C),charge(eq),pct_err,Na(mol/kgw),Cl(mol/kgw),K(mol/kgw),P(mol/kgw),Cu(mol/kgw),Fe(mol/kgw),S(mol/kgw),Au(mol/kgw),P(5)(mol/kgw),Cu(1)(mol/kgw),Cu(2)(mol/kgw),Fe(2)(mol/kgw),Fe(3)(mol/kgw),S(-2)(mol/kgw),S(6)(mol/kgw),Au(1)(mol/kgw),Au(3)(mol/kgw),m_Fe+2(mol/kgw),m_Fe+3(mol/kgw),m_FeOH+(mol/kgw),m_FeOH+2(mol/kgw),m_FeCl+(mol/kgw),m_FeCl+2(mol/kgw),m_FeCl2(mol/kgw),m_FeCl2+(mol/kgw),m_Fe(OH)4-(mol/kgw),la_SO4-2,la_Cu(HS)2-,la_Au(HS)2-,la_AuHS,la_H+,la_OH-,la_HS-,la_H2S,la_Au(OH)2-,la_Au+,la_Au+3,la_AuCl,la_AuCl2-,la_AuCl3-2,la_AuCl4-,la_AuOH,la_Cu2S(HS)2-2,la_CuCl+,la_CuCl2,la_CuCl2-,la_CuCl3-,la_CuCl3-2,la_CuCl4-2,la_CuHS,la_CuCl,la_CuOH,la_CuOH+,la_S-2,Magnetite,d_Magnetite,Chalcocite(alpha),d_Chalcocite(alpha),Chalcopyrite(alpha),d_Chalcopyrite(alpha),Bornite(alpha),d_Bornite(alpha),Au(element),d_Au(element),Pyrite,d_Pyrite,Cu(element),d_Cu(element),si_Hematite,si_Magnetite,si_Chalcocite(alpha),si_Pyrite,si_Chalcopyrite(alpha),si_Bornite(alpha),si_Cu(element),si_Au(element),k_Hematite_PK,dk_Hematite_PK,stage,u_step,time_days,pH_user,logaHS-,logaH2S,SR_Hematite,HematitePK_m,HematitePK_m_pct,Pyrite_pct,Chalcopyrite(alpha)_pct,Bornite(alpha)_pct,Magnetite_pct,Chalcocite(alpha)_pct,Au(element)_pct,Cu(element)_pct
1,1,1,0.0005,410000.0,7,8.040528247363007,-7.385123297571291,240.0,6.982782278809266e-12,4.5956699415945196e-08,1.0499764209149318,0.8268462435137169,0.000999977427055793,0.09999774268273495,2.8877245870583795e-06,5.032004492859882e-12,0.02222626096403267,2.2912216903365142e-06,0.09999774254227536,2.8877245870565177e-06,1.861891597462557e-18,3.335990430055391e-12,1.69601406280449e-12,0.02216421425610654,6.201955843935088e-05,2.2912216903365142e-06,0.0,2.509852314140349e-15,3.2428846982300104e-32,1.9115456496364823e-13,1.3476707443127168e-24,1.2195404569462113e-13,7.632658137876677e-29,9.182931634983392e-16,1.4445087103319764e-30,1.6905409881190293e-12,-6.328519694894434,-6.229234575835777,-6.002621668045153,-7.798064991940443,-8.040528247363007,-3.181990535255656,-2.0353194452632555,-3.12811302374179,-14.52133483794392,-22.08073375290551,-68.32569396911336,-16.3339219177574,-15.649326650526799,-16.442715274260074,-93.909173707001,-9.433189506896174,-13.022960657813007,-22.1296930307518,-20.861631856922475,-8.900407309767898,-21.691941442572197,-11.317149238603761,-23.673609173937503,-5.814050018448619,-10.828426232512397,-9.656609394170793,-20.765421817251678,-7.025741630418124,0.0,0.0,0.0,0.0,0.001733339172755623,5.368034662085221e-05,0.000398202699390305,6.934451400206004e-06,0.000608501568999858,1.5633916479875745e-05,0.0,0.0,0.0,0.0,-8.471567466172198,-12.079198901339598,-1.5145149252489816,-3.4754878019937863,-2.0000000000000284,-1.0,-3.043202550159309,0.0,0.0,0.0,6.0,7.0,4.74537037037037,8.040528247363007,-2.0353194452632555,-3.12811302374179,3.376233959205202e-09,0.0,0.0,0.0,63.259550805909996,14.532714825272668,0.0,0.0,22.207734368817338,0.0
2,2,2,0.0015,410000.0,7,8.040075453783412,-7.384608709374285,240.00000000000006,2.1062440873274466e-11,1.3862190441795896e-07,1.0499683585164536,0.8268254481896131,0.0009999695181069407,0.09999695174262214,2.2933601128705517e-06,6.324219338548873e-12,0.022244047690648073,2.297616448809922e-06,0.09999695160219993,2.2933601128690775e-06,1.4741875738615806e-18,4.1940105500855935e-12,2.1302087884632795e-12,0.022181945385942523,6.207510363724384e-05,2.297616448809922e-06,0.0,3.161804580508419e-15,4.0900881364609424e-32,2.405578418905787e-13,1.6979795805834276e-24,1.5362902726865182e-13,9.626461918716146e-29,1.1567731328646552e-15,1.821802722415419e-30,2.1233274031642523e-12,-6.328128367890695,-6.329131369026001,-6.0014083126147995,-7.7972010201267565,-8.040075453783412,-3.1824432338284128,-2.034970061646575,-3.1273108465455053,-14.521725646892435,-22.080219164708502,-68.32415020452238,-16.333417804598525,-15.648833012406055,-16.44223211117746,-93.90767184256228,-9.433127617271929,-13.223556421389729,-22.229784478016526,-20.961733779225334,-9.001023820267761,-21.79205383991319,-11.417776224141756,-23.773732046316624,-5.914296195255311,-10.929032267974016,-9.75765765316715,-20.86595548805103,-7.02584504038103,0.0,0.0,0.0,0.0,1.0917410003320167e-06,7.223228507092041e-14,0.0,0.0,2.826481325827506e-08,1.543105184841422e-12,0.0,0.0,0.0,0.0,-8.27267918193049,-11.78092831709786,-1.7158094560590698,-3.374377653372278,-2.000000000000014,-1.4025890616202048,-3.1443126987799137,0.0,0.0,0.0,6.0,7.0,4.74537037037037,8.040075453783412,-2.034970061646575,-3.1273108465455053,5.33729021345235e-09,0.0,0.0,0.0,97.47636905850788,0.0,0.0,0.0,2.5236309414921108,0.0
3,3,3,0.0025,410000.0,7,8.039642149042036,-7.384116164959881,240.00000000000003,3.47495913973212e-11,2.287049663636434e-07,1.0499605948510822,0.8268054238927013,0.0009999619022105146,0.09999619010901163,1.6989538140921624e-06,8.521469516009139e-12,0.022261130612766,2.303770587401518e-06,0.09999618996862522,1.6989538140910735e-06,1.0889259466266151e-18,5.652881384098572e-12,2.868588131910567e-12,0.02219897470484098,6.212865718442931e-05,2.303770587401518e-06,0.0,4.2699163643950214e-15,5.529798157330668e-32,3.2454230188772407e-13,2.2933801950390484e-24,2.0746660528035922e-13,1.3014677726401473e-28,1.562115949047795e-15,2.462967747850906e-30,2.8593122708941557e-12,-6.327751401369367,-6.459242549897571,-6.000243793713697,-7.796372488469004,-8.039642149042036,-3.1828764469110054,-2.0346340744032316,-3.126541554560788,-14.522099528643214,-22.0797266202941,-68.32267257127914,-16.332935346479967,-15.648360640583341,-16.441769825650592,-93.90623455450269,-9.433068285940115,-13.484548075117544,-22.360085175256213,-21.092044562760865,-9.131827148217697,-21.922374709744567,-11.548589638387538,-23.904063002443845,-6.044743363370429,-11.05982550962822,-9.888874021607995,-20.996679312077465,-7.025942357879052,0.0,0.0,0.0,0.0,1.0691366557298639e-06,1.8894795527554787e-13,0.0,0.0,1.9834859484686748e-08,1.384811957323954e-12,0.0,0.0,0.0,0.0,-8.01332315469374,-11.391953561745156,-1.9774730842735977,-3.2431019536005365,-1.9999999999999858,-1.9259163180492749,-3.275588398552567,0.0,0.0,0.0,6.0,7.0,4.74537037037037,8.039642149042036,-2.0346340744032316,-3.126541554560788,9.697880879435567e-09,0.0,0.0,0.0,98.17856948436535,0.0,0.0,0.0,1.8214305156346404,0.0
4,4,4,0.0035,410000.0,7,8.039240879243474,-7.38365985215053,240.00000000000006,4.778597355877412e-11,3.1450597189500717e-07,1.0499533208634406,0.8267866635051017,0.0009999547666812094,0.09999547651420596,1.10451579366929e-06,1.308571210788569e-11,0.022277059818577184,2.3095185334691316e-06,0.09999547637385281,1.104515793668584e-06,7.060151147210079e-19,8.683116464113968e-12,4.402595643771722e-12,0.02221485357531477,6.217894602538378e-05,2.3095185334691316e-06,0.0,6.570622880301366e-15,8.518291669291986e-32,4.989510299682798e-13,3.5295414294960124e-24,3.1924679560422757e-13,2.0047830389108298e-28,2.4037117625706956e-15,3.793883011416213e-30,4.38834628882204e-12,-6.3273977087802935,-6.646084343061282,-5.9991589337397135,-7.795601902077344,-8.039240879243474,-3.1832776305298145,-2.0343198008209153,-3.125826011179903,-14.52244558307148,-22.079270307484748,-68.32130363285113,-16.33248848256071,-15.64792322555417,-16.441341859511514,-93.90490341163476,-9.433013156749574,-13.858947204825869,-22.547108651665305,-21.279077488060047,-9.319316386326228,-22.109417083933838,-11.73608832538616,-24.09111482552321,-6.231899430116236,-11.247305298846547,-10.076745545555145,-21.18409452321527,-7.026029354095299,0.0,0.0,0.0,0.0,1.0656727536376224e-06,8.499321447328663e-13,0.0,0.0,1.4604977229484032e-08,1.1667082015450835e-12,0.0,0.0,0.0,0.0,-7.640441849424201,-10.832686689941522,-2.352500761146537,-3.0551753004619258,-1.9999999999999858,-2.675971671795139,-3.463515051690264,0.0,0.0,0.0,6.0,7.0,4.74537037037037,8.039240879243474,-2.0343198008209153,-3.125826011179903,2.2885381186462698e-08,0.0,0.0,0.0,98.6480349624757,0.0,0.0,0.0,1.3519650375242906,0.0
5,5,5,0.0045000000000000005,410000.0,7,8.038883407625127,-7.3832530740859115,240.00000000000009,5.991933479343767e-11,3.9436446788206236e-07,1.0499467154400486,0.826769628786897,0.0009999482870051682,0.09999482850762745,5.100637401076141e-07,2.8294031367655475e-11,0.022291413819913244,2.3147038304009864e-06,0.09999482836730413,5.100637401072889e-07,3.2524694184002334e-19,1.8779432732931357e-11,9.514598634724116e-12,0.02222916170394093,6.222477660644307e-05,2.3147038304009864e-06,0.0,1.42334227066951e-14,1.8469785596706423e-31,1.079950631765513e-12,7.646635793893808e-24,6.915464250616918e-13,4.346786556637409e-28,5.2067749776151945e-15,8.225776933968942e-30,9.483778569805049e-12,-6.327075619262821,-6.9814797552863554,-5.998182566185105,-7.794910329267729,-8.038883407625127,-3.1836350234429953,-2.0340350060759174,-3.1251837448165745,-14.522753590833226,-22.07886352942013,-68.32008329865728,-16.332090283002298,-15.647533604501968,-16.440960816965518,-93.90371739146575,-9.432963771598137,-14.530380295639421,-22.882675453821957,-21.61465286872291,-9.655298545053707,-22.445001043102906,-12.072079062619846,-24.42670736319849,-6.567579637086304,-11.58327887906782,-10.413067940183394,-21.5200101397789,-7.026102030968666,0.0,0.0,0.0,0.0,9.86222332739888e-07,6.764078771659097e-09,0.0,0.0,1.0640736891703666e-08,1.0602965825726242e-11,0.0,0.0,0.0,0.0,-6.970365732095194,-9.827621859746856,-3.024503441450044,-2.7188035206822434,-1.9999999999999858,-4.019977032402039,-3.7998868314699483,0.0,0.0,0.0,6.0,7.0,4.74537037037037,8.038883407625127,-2.0340350060759174,-3.1251837448165745,1.0706173273111534e-07,0.0,0.0,0.0,98.93257788197167,0.0,0.0,0.0,1.0674221180283203,0.0
6,6,6,0.0055000000000000005,410000.0,7,8.0385654739858,-7.382885748269037,240.00000000000006,7.090620973862332e-11,4.6667775760344396e-07,1.049940943047898,0.8267547406153336,0.0009999426244650471,0.0999942622183257,1.7032701257341608e-10,8.461680508255805e-08,0.02230397907015328,2.3193042663016348e-06,0.09999426207803247,1.703270125733077e-10,1.0837971780437677e-22,5.617455602626913e-08,2.844224905628893e-08,0.022241680452304756,6.227124083358983e-05,2.3193042663016348e-06,0.0,4.263688582864868e-11,5.537389891142645e-28,3.232679582619189e-09,2.2908462087458142e-20,2.071526357296238e-09,1.3031794112709725e-24,1.5596624296212033e-11,2.4660727082564438e-26,2.8350050476514622e-08,-6.326749615201533,-10.457688015249776,-5.997318185712164,-7.794294476122822,-8.0385654739858,-3.1839528888442756,-2.03378647874788,-3.1246172838492043,-14.52302199581891,-22.078496203603255,-68.31898132120665,-16.331730457111068,-15.64718127853638,-16.440615990925576,-93.90264541371769,-9.432914311182541,-21.48336327653361,-26.359020942550213,-25.09100585737681,-13.132018859524486,-25.921361531682454,-15.548806877016267,-27.903075351703677,-10.044036424377772,-15.059991693612954,-13.890091120204163,-24.996665993982795,-7.026171437279959,5.695627989710526e-08,-1.2751661173399955e-08,0.0,0.0,3.4966194981055833e-07,4.079874495256234e-08,0.0,0.0,7.025260082200573e-09,3.7568847724742894e-11,0.0,0.0,0.0,0.0,-0.0185848747329036,0.600000000000005,-9.977983477000315,0.7582691197540896,-2.000000000000014,-17.926937103502667,-7.276959471906315,0.0,2.2836003625497657e-07,-4.655733412054314e-09,6.0,7.0,4.74537037037037,8.0385654739858,-2.03378647874788,-3.1246172838492043,0.9581094534374556,2.2836003625497657e-07,35.56990374520572,0.0,54.46417903102548,0.0,8.871645962444004,0.0,1.0942712613248007,0.0
7,7,7,0.006500000000000001,410000.0,7,8.038248276770146,-7.382510499196027,240.0000000000001,8.051696379633689e-11,5.29934092519575e-07,1.0499361493893578,0.8267423683893127,0.0009999379218874084,0.09999379192971536,1.7015146402184723e-10,8.45944221282945e-08,0.022315271795158978,2.323533325053632e-06,0.09999379178945773,1.7015146402173918e-10,1.0805480411813958e-22,5.617160812956114e-08,2.8422813998733358e-08,0.022252922249096134,6.232213520478808e-05,2.323533325053632e-06,0.0,4.269534805416064e-11,5.549773632386777e-28,3.234752035806113e-09,2.2942940219504512e-20,2.07433884552192e-09,1.3060754045288992e-24,1.5617580377677374e-11,2.4715199571650647e-26,2.8330611256733502e-08,-6.326393342892533,-10.458024491401662,-5.99652525740476,-7.7937103874326255,-8.038248276770146,-3.1842700322977753,-2.0335776391306934,-3.1240912470163593,-14.523281033652903,-22.078120954530245,-68.31785557398763,-16.33136144923355,-15.646818511854363,-16.440259465439052,-93.90154463128064,-9.432856205563034,-21.484562265670245,-26.35940609005899,-25.09139724608108,-13.132785497301764,-25.921759161582216,-15.549579755989042,-27.903479222798932,-10.044581740146853,-15.060752090194736,-13.891162419043951,-24.997362043749572,-7.026279794878409,1.4455173825452322e-07,3.240967038079089e-09,0.0,0.0,9.545890293529065e-08,7.583924051620159e-17,0.0,0.0,4.316344509421769e-09,-1.3720157268216298e-12,0.0,0.0,0.0,0.0,-0.018546155573961443,0.599999999999989,-9.979600145371336,0.7593985242133954,-2.000000000000014,-17.93017044024475,-7.27808887636561,0.0,2.444555981357446e-07,-4.861437740542089e-09,6.0,7.0,4.74537037037037,8.038248276770146,-2.0335776391306934,-3.1240912470163593,0.9581948766870964,2.444555981357446e-07,50.01315640540012,0.0,19.52993132167714,0.0,29.573831604304026,0.0,0.8830806686187138,0.0
8,8,8,0.007500000000000001,410000.0,7,8.038003274416434,-7.3822209112813315,240.00000000000009,8.70045707755146e-11,5.726348892340397e-07,1.0499324470669313,0.8267328126427648,0.0009999342899282965,0.09999342871297358,1.7001605124185228e-10,8.457716623815529e-08,0.022323994022953562,2.326802902277987e-06,0.09999342857274329,1.7001605124174446e-10,1.0780451025381816e-22,5.616936023604684e-08,2.840780600210845e-08,0.022261605414437606,6.236117153213116e-05,2.326802902277987e-06,0.0,4.2740575636526456e-11,5.5593566761319595e-28,3.236354962672758e-09,2.2969602090259162e-20,2.0765146273125812e-09,1.308316413163528e-24,1.563379217574014e-11,2.4757351542699095e-26,2.831560006300953e-08,-6.326120268031176,-10.458284300256308,-5.995913216152203,-7.793259572848996,-8.038003274416434,-3.184514993136923,-2.0334164124617584,-3.123685017993701,-14.523481367416505,-22.077831366615552,-68.31698681024352,-16.331076681795455,-15.646538564892861,-16.439984338954147,-93.90069514944294,-9.432811578487486,-21.48548811240213,-26.359703584813396,-25.091699561312083,-13.133377400447461,-25.922066297289817,-15.550176479611336,-27.903791178983127,-10.045002775670426,-15.061339172863837,-13.891989642075602,-24.997899678866524,-7.0263635705631895,1.4209336111242844e-07,3.3002118834899145e-09,0.0,0.0,8.511207068687355e-08,6.962074813393414e-17,0.0,0.0,2.3093363872468196e-09,-1.66114414243312e-12,0.0,0.0,0.0,0.0,-0.018516418028440285,0.5999999999999961,-9.980848445441111,0.7602703743205979,-2.000000000000014,-17.932667040384302,-7.2789607264728104,-1.7763568394002505e-15,2.518292885958603e-07,-4.950305182432576e-09,6.0,7.0,4.74537037037037,8.038003274416434,-2.0334164124617584,-3.123685017993701,0.9582604896306722,2.518292885958603e-07,52.31793870672,0.0,17.682169227519587,0.0,29.5201237265222,0.0,0.47976833923821605,0.0
9,9,9,0.0085,410000.0,7,8.037836499203122,-7.382023871470621,240.00000000000006,9.094870384662723e-11,5.985950371685862e-07,1.0499299271018048,0.8267263084724946,0.000999931817864743,0.0999931814939482,1.6992396017691041e-10,8.456543362329214e-08,0.022329930973578212,2.329030222924482e-06,0.09999318135373647,1.6992396017680278e-10,1.0763447508654972e-22,5.616784100089489e-08,2.8397592622397255e-08,0.02226751586533724,6.238765347567297e-05,2.329030222924482e-06,0.0,4.27713954393923e-11,5.565889037057983e-28,3.237446966497889e-09,2.298776727503244e-20,2.077997278922529e-09,1.3098440013666013e-24,1.564483937419418e-11,2.4786084275345748e-26,2.8305384512959567e-08,-6.3259351104554264,-10.458461125997696,-5.995496770348006,-7.792952830041536,-8.037836499203122,-3.184681740096951,-2.0333067094650112,-3.1234085397836537,-14.52361782152585,-22.07763432680484,-68.3163956908114,-16.330882923097192,-15.646348087307045,-16.439797142480774,-93.90011715446062,-9.432781285636803,-21.48611824209499,-26.359906057850004,-25.09190531546114,-13.133780194407231,-25.922275332551322,-15.550582554683551,-27.904003495357085,-10.045289304408563,-15.061738685711159,-13.892552620770505,-24.998265617750718,-7.0264206427797555,1.4164976014497433e-07,3.369422806790522e-09,0.0,0.0,6.986081687001929e-08,6.560227824837193e-17,0.0,0.0,8.539874585221579e-10,-1.8869088785501617e-12,0.0,0.0,0.0,0.0,-0.018496232212418917,0.6000000000000014,-9.981697981127446,0.7608636458661948,-2.000000000000014,-17.93436611175693,-7.279553998018395,0.0,2.6023645940776317e-07,-5.054121596908329e-09,6.0,7.0,4.74537037037037,8.037836499203122,-2.0333067094650112,-3.1234085397836537,0.9583050301908004,2.6023645940776317e-07,55.064726113064154,0.0,14.782197528113878,0.0,29.97237690719812,0.0,0.18069945162384715,0.0
10,10,10,0.009500000000000001,410000.0,7,8.037752064546508,-7.381924111063041,240.00000000000006,9.279858756553472e-11,6.107709886335111e-07,1.0499286514402304,0.8267230158878636,0.0009999305664548713,0.09999305634701736,1.69877359805573e-10,8.455949594167685e-08,0.022332936452981584,2.330158507833943e-06,0.09999305620681499,1.6987735980546543e-10,1.075485022584687e-22,5.616707265057435e-08,2.8392423291102503e-08,0.02227050792281937,6.240106639192156e-05,2.330158507833943e-06,0.0,4.2787007082042655e-11,5.56919917015004e-28,3.237999947630833e-09,2.2996969450631176e-20,2.0787483065363667e-09,1.3106180699391613e-24,1.5650435235133354e-11,2.4800643828578214e-26,2.8300214082603047e-08,-6.325841359508839,-10.458550650168846,-5.9952859651640855,-7.792797547245783,-8.037752064546508,-3.1847661604517397,-2.0332511870768415,-3.1232685827388735,-14.523686901827844,-22.07753456639726,-68.31609640958867,-16.330784823684695,-15.646251648889628,-16.43970236505844,-93.89982451721819,-9.432765945584013,-21.486437247482094,-26.360008527385002,-25.092009445991216,-13.133984085344892,-25.92238112407648,-15.550788106616293,-27.904110947877328,-10.04543435096788,-15.061940915653736,-13.892837610072789,-24.99845084664543,-7.0264495550482,1.4351345865655092e-07,3.463293508983117e-09,0.0,0.0,3.247577988197772e-08,6.455559037102693e-17,0.0,0.0,7.637157147550835e-11,-2.039862423809242e-12,0.0,0.0,0.0,0.0,-0.018486010277836584,0.5999999999999996,-9.98212803129087,0.7611639752212795,-2.0,-17.935226212083762,-7.279854327373471,-1.7763568394002505e-15,2.714087693563483e-07,-5.194927453623771e-09,6.0,7.0,4.74537037037037,8.037752064546508,-2.0332511870768415,-3.1232685827388735,0.9583275859611775,2.714087693563483e-07,60.65347689403448,0.0,7.257573030372728,0.0,32.0718828254931,0.0,0.017067250099678848,0.0
1,1,1,0.0005,420000.0,8,8.04058671050004,-7.385189422105729,240.0,5.733517348021842e-12,3.773472212026812e-08,1.049977312877636,0.826848545848241,0.0009999783020618535,0.09999783018735407,2.887279050081744e-06,5.0339653438176456e-12,0.022224159134397268,2.2904619511524148e-06,0.09999783004688988,2.887279050079882e-06,1.862297738263147e-18,3.337151929826915e-12,1.6968134139907308e-12,0.022162118388847976,6.201360192785943e-05,2.2904619511524148e-06,0.0,2.5100673409168846e-15,3.242668997258487e-32,1.9119664144415043e-13,1.3477624243375634e-24,1.219647993603255e-13,7.632170479717563e-29,9.18376536338462e-16,1.4444200071260213e-30,1.6913384951598254e-12,-6.3285616799208,-6.22932248309809,-6.002766026837992,-7.798170233604068,-8.04058671050004,-3.181932082082366,-2.035358562392454,-3.128210604008011,-14.521284056131782,-22.080799877439947,-68.32589234271667,-16.333986880912715,-15.649390452302994,-16.442777914657146,-93.90936743508783,-9.433197178257323,-13.023038892071403,-22.129767666911036,-20.861705331702588,-8.900414660013574,-21.692013755973193,-11.317155427470317,-23.673680325959374,-5.814098808581733,-10.828434744137196,-9.656560614001428,-20.765439161616747,-7.025722284410285,0.0,0.0,0.0,0.0,0.00178701949783565,5.3680325080027094e-05,0.00040513717233129905,6.934472940994037e-06,0.000624135484928841,1.5633915928982972e-05,0.0,0.0,0.0,0.0,-8.47127475526478,-12.078752168599186,-1.5145149252489745,-3.4755442535242835,-2.0,-0.9999999999999716,-3.0431460986287933,0.0,0.0,0.0,6.0,8.0,4.861111111111112,8.04058671050004,-2.035358562392454,-3.128210604008011,3.3785102801385976e-09,0.0,0.0,0.0,63.4529160833766,14.385480980666197,0.0,0.0,22.1616029359572,0.0
2,2,2,0.0015,420000.0,8,8.04024949973118,-7.384805562089492,240.0,1.7328451895298158e-11,1.1404651595007831e-07,1.0499710124374748,0.8268322984999261,0.00099997212157618,0.09999721210154017,2.292981364885679e-06,6.329693935799628e-12,0.022237794431359734,2.295350653446089e-06,0.09999721196110421,2.2929813648842034e-06,1.4755784310799342e-18,4.197122799633669e-12,2.1325711361659587e-12,0.022175709868706147,6.205737905780307e-05,2.295350653446089e-06,0.0,3.1616800826951876e-15,4.0880745240062164e-32,2.406446524503087e-13,1.697823547860979e-24,1.536241229337473e-13,9.621797796884012e-29,1.156745197815159e-15,1.820933498107598e-30,2.1256848735291924e-12,-6.3282532019077005,-6.329265209037887,-6.001837779827442,-7.797514180090694,-8.04024949973118,-3.182269217524779,-2.0350863688953003,-3.127601199742003,-14.521574467000372,-22.080416017423712,-68.32474076266796,-16.333611201706933,-15.64902295390766,-16.442418597072265,-93.90824857828093,-9.4331504536835,-13.223533748217044,-22.229879100639373,-20.961824946241382,-9.000918134568602,-21.792141551322434,-11.417667082835797,-23.77381630211907,-5.914313728018705,-10.928930037881772,-9.757384862377965,-20.865879549977045,-7.025787301681996,0.0,0.0,0.0,0.0,1.0917410727867483e-06,7.245473159297891e-14,0.0,0.0,2.8265711589337527e-08,8.983310624651813e-13,0.0,0.0,0.0,0.0,-8.272063498943526,-11.779981971027908,-1.7155541683889126,-3.374673280573923,-1.9999999999999858,-1.402078486279862,-3.144017071579153,0.0,0.0,0.0,6.0,8.0,4.861111111111112,8.04024949973118,-2.0350863688953003,-3.127601199742003,5.344862055357593e-09,0.0,0.0,0.0,97.47629103826515,0.0,0.0,0.0,2.523708961734844,0.0
3,3,3,0.0025,420000.0,8,8.039927539794517,-7.384438958411725,240.00000000000006,2.8572820247398746e-11,1.8805181054110531e-07,1.0499649453741164,0.8268166534978988,0.0009999661700305462,0.09999661691085683,1.6986511942235141e-06,8.532773059996495e-12,0.022250879906721883,2.300048571427898e-06,0.09999661677044792,1.6986511942224236e-06,1.0907114456549022e-18,5.659234027145191e-12,2.873539032851303e-12,0.022188753091192105,6.209959346185459e-05,2.300048571427898e-06,0.0,4.269243624564581e-15,5.524820921498992e-32,3.247041694490393e-13,2.2928213677614714e-24,2.074364524515767e-13,1.3003129979675493e-28,1.5619088195282127e-15,2.460812204622904e-30,2.8642532526576953e-12,-6.3279559398720995,-6.459421619013025,-6.0009476137642075,-7.796885795220184,-8.039927539794517,-3.182591104748768,-2.034824587702556,-3.127017458612599,-14.521851637770583,-22.080049413745943,-68.32364095163472,-16.333252475115433,-15.648672104402426,-16.4420756246533,-93.90718027559248,-9.433105737229722,-13.484430309296673,-22.360200346408465,-21.09215406909674,-9.131613861101727,-21.92247855126406,-11.548370686455186,-23.90416117914696,-6.044731919186326,-11.059617887328514,-9.888386721962538,-20.996514805883855,-7.025847480425919,0.0,0.0,0.0,0.0,1.0691368452460338e-06,1.89516169964038e-13,0.0,0.0,1.983566316826566e-08,8.036835789128205e-13,0.0,0.0,0.0,0.0,-8.01239438072867,-11.390522973803062,-1.9769742918540274,-3.243626704534705,-2.0000000000000284,-1.92491873321012,-3.275063647617506,0.0,0.0,0.0,6.0,8.0,4.861111111111112,8.039927539794517,-2.034824587702556,-3.127017458612599,9.718642776653126e-09,0.0,0.0,0.0,98.17849734359692,0.0,0.0,0.0,1.8215026564030745,0.0
4,4,4,0.0035,420000.0,8,8.039630626594043,-7.38410069318041,240.00000000000006,3.9237798438882795e-11,2.582444903184586e-07,1.0499592608642867,0.8268019958999083,0.0009999605937662586,0.0999960592501688,1.1042967664672544e-06,1.3108824640922672e-11,0.022263064083624478,2.304426903323233e-06,0.09999605910978496,1.1042967664665467e-06,7.076277488494366e-19,8.696048982247324e-12,4.412775658675348e-12,0.022200897579998675,6.213924557596951e-05,2.304426903323233e-06,0.0,6.568911408226354e-15,8.507436824176614e-32,4.992682827877501e-13,3.528206917376948e-24,3.1916896423874864e-13,2.0022633413891057e-28,2.4031675623557702e-15,3.7891773780842434e-30,4.398506137502513e-12,-6.327676902768035,-6.646309192147033,-6.000119627885443,-7.79630266966516,-8.039630626594043,-3.1828879495157203,-2.0345797273788304,-3.1264756850884012,-14.522107062073173,-22.07971114851463,-68.32262615594075,-16.33292158898761,-15.648348597378094,-16.44175949673246,-93.90619499631248,-9.433064316765362,-13.858747229088934,-22.547246754062108,-21.279207855853873,-9.319005913090173,-22.109539717124683,-11.735770117547125,-24.091229724111077,-6.231864352644074,-11.24700256021347,-10.076060860510959,-21.18385067920096,-7.025899533302664,0.0,0.0,0.0,0.0,1.0656736061126871e-06,8.524750646954658e-13,0.0,0.0,1.4605651363559135e-08,6.741340751029634e-13,0.0,0.0,0.0,0.0,-7.639212855560965,-10.830792072299111,-2.351780932293714,-3.055911145521918,-2.0,-2.674532014089465,-3.462779206630288,0.0,0.0,0.0,6.0,8.0,4.861111111111112,8.039630626594043,-2.0345797273788304,-3.1264756850884012,2.2950235399740592e-08,0.0,0.0,0.0,98.64797446933483,0.0,0.0,0.0,1.3520255306651847,0.0
