soln,cell,cell_plot,dist_x,time,step,pH,pe,temp(C),charge(eq),pct_err,Na(mol/kgw),Cl(mol/kgw),K(mol/kgw),P(mol/kgw),Cu(mol/kgw),Fe(mol/kgw),S(mol/kgw),Au(mol/kgw),P(5)(mol/kgw),Cu(1)(mol/kgw),Cu(2)(mol/kgw),Fe(2)(mol/kgw),Fe(3)(mol/kgw),S(-2)(mol/kgw),S(6)(mol/kgw),Au(1)(mol/kgw),Au(3)(mol/kgw),m_Fe+2(mol/kgw),m_Fe+3(mol/kgw),m_FeOH+(mol/kgw),m_FeOH+2(mol/kgw),m_FeCl+(mol/kgw),m_FeCl+2(mol/kgw),m_FeCl2(mol/kgw),m_FeCl2+(mol/kgw),m_Fe(OH)4-(mol/kgw),la_SO4-2,la_Cu(HS)2-,la_Au(HS)2-,la_AuHS,la_H+,la_OH-,la_HS-,la_H2S,la_Au(OH)2-,la_Au+,la_Au+3,la_AuCl,la_AuCl2-,la_AuCl3-2,la_AuCl4-,la_AuOH,la_Cu2S(HS)2-2,la_CuCl+,la_CuCl2,la_CuCl2-,la_CuCl3-,la_CuCl3-2,la_CuCl4-2,la_CuHS,la_CuCl,la_CuOH,la_CuOH+,la_S-2,Magnetite,d_Magnetite,Chalcocite(alpha),d_Chalcocite(alpha),Chalcopyrite(alpha),d_Chalcopyrite(alpha),Bornite(alpha),d_Bornite(alpha),Au(element),d_Au(element),Pyrite,d_Pyrite,Cu(element),d_Cu(element),si_Hematite,si_Magnetite,si_Chalcocite(alpha),si_Pyrite,si_Chalcopyrite(alpha),si_Bornite(alpha),si_Cu(element),si_Au(element),k_Hematite_PK,dk_Hematite_PK,stage,u_step,time_days,pH_user,logaHS-,logaH2S,SR_Hematite,HematitePK_m,HematitePK_m_pct,Pyrite_pct,Chalcopyrite(alpha)_pct,Bornite(alpha)_pct,Magnetite_pct,Chalcocite(alpha)_pct,Au(element)_pct,Cu(element)_pct
5,5,5,0.0045000000000000005,420000.0,8,8.039367942170347,-7.3838011547700075,240.00000000000003,4.9102874804750895e-11,3.231730943706055e-07,1.0499540986647462,0.8267886864509687,0.000999955529883892,0.09999555283024145,5.099337302593119e-07,2.8356388855686987e-11,0.022274017692650767,2.308364192301377e-06,0.09999555268987995,5.099337302589857e-07,3.261677380106043e-19,1.8814356099887237e-11,9.54203275579975e-12,0.022211815004083556,6.217539795444971e-05,2.308364192301377e-06,0.0,1.422892730367319e-14,1.8440676130649396e-31,1.0808129974994617e-12,7.643102162472061e-24,6.913423449041508e-13,4.340030048546087e-28,5.20535100804257e-15,8.213159921848433e-30,9.511158211480051e-12,-6.3274226467868235,-6.981762726880168,-5.999376373209577,-7.795781273122024,-8.039367942170347,-3.1831505713447834,-2.0343578692461115,-3.125991142531973,-14.522332767320894,-22.079411610104227,-68.3217275407095,-16.332628749695107,-15.648062457203496,-16.441480055675758,-93.9053231775531,-9.43302740018402,-14.530138841111622,-22.882851165768187,-21.614818966677856,-9.65491656232456,-22.44515752706657,-12.071687465899416,-24.42685423317086,-6.567539745510153,-11.582906510330071,-10.41222073333861,-21.519711013618206,-7.025940359593633,0.0,0.0,0.0,0.0,9.929898743447036e-07,6.767541604815592e-09,0.0,0.0,1.0650922927077242e-08,1.0186035373576024e-11,0.0,0.0,0.0,0.0,-6.968830967158157,-9.825256124978925,-3.0236162605818535,-2.7197143561138333,-2.0,-4.018202670665772,-3.798975996039278,0.0,0.0,0.0,6.0,8.0,4.861111111111112,8.039367942170347,-2.0343578692461115,-3.125991142531973,1.074407503805322e-07,0.0,0.0,0.0,98.93877142539147,0.0,0.0,0.0,1.0612285746085537,0.0
6,6,6,0.0055000000000000005,420000.0,8,8.039132874500917,-7.3835276008214334,240.00000000000006,5.795901457666585e-11,3.814616441135311e-07,1.0499495877139997,0.8267770543095653,0.000999951104813175,0.09999511029471912,1.706385461050559e-10,8.465500698327462e-08,0.022283610994882547,2.311870145286781e-06,0.09999511015438116,1.7063854610494693e-10,1.089704133190392e-22,5.617731685049853e-08,2.847769013277608e-08,0.022221370300656795,6.221337434194942e-05,2.311870145286781e-06,0.0,4.253059034127026e-11,5.515431341246606e-28,3.228830038529698e-09,2.28474327587409e-20,2.066412121949483e-09,1.2980446629053094e-24,1.5558512975582165e-11,2.456415100185566e-26,2.8385496918168397e-08,-6.327156018187152,-10.4570959260912,-5.998715640455745,-7.795314129770809,-8.039132874500917,-3.183385584855885,-2.03416427984347,-3.125562485459902,-14.522529240394526,-22.079138056155653,-68.32090687886384,-16.332361052972566,-15.647800617706979,-16.441224073405277,-93.90452594461128,-9.432988859746551,-21.481233896605765,-26.35830384706198,-25.090277505197673,-13.13064865479295,-25.92062192281242,-15.547425415593832,-27.90232448614274,-10.043066534123618,-15.058632745572316,-13.888176124866035,-24.99539285119706,-7.025981837860414,4.41747445832331e-08,-1.2781535313872157e-08,0.0,0.0,3.9044884819204964e-07,4.078689838149131e-08,0.0,0.0,7.062389436240811e-09,3.7129354040237613e-11,0.0,0.0,0.0,0.0,-0.018634541599995558,0.6000000000000085,-9.975098494881301,0.7562795758519769,-2.000000000000014,-17.921167139264668,-7.274969928004177,0.0,2.2375355535040631e-07,-4.606480904570257e-09,6.0,8.0,4.861111111111112,8.039132874500917,-2.03416427984347,-3.125562485459902,0.9579998882094052,2.2375355535040631e-07,33.62492649147443,0.0,58.67533053755648,0.0,6.638431005329605,0.0,1.061311965639484,0.0
7,7,7,0.006500000000000001,420000.0,8,8.03888462938303,-7.3832303623676525,240.00000000000009,6.56138996432963e-11,4.3184412362745015e-07,1.049945842650346,0.826767388701126,0.0009999474309073885,0.09999474287957358,1.7050045484176843e-10,8.463722432915032e-08,0.022292433059975622,2.3151853641386e-06,0.0999947427392658,1.705004548416597e-10,1.0871535164352498e-22,5.617468683249355e-08,2.846253749665676e-08,0.022230148495105663,6.225721812057791e-05,2.3151853641386e-06,0.0,4.25759905767843e-11,5.525097448278569e-28,3.230432283013815e-09,2.2874402329683267e-20,2.068596211697812e-09,1.3003052346480537e-24,1.5574786678219557e-11,2.460667342456012e-26,2.837034077289181e-08,-6.326848917410934,-10.457360446239282,-5.9980919400789245,-7.794853660355507,-8.03888462938303,-3.183633787912415,-2.034001048881958,-3.1251510093805095,-14.522728408053805,-22.07884081770187,-68.32001516350249,-16.33206869017722,-15.647513130570072,-16.4409414619268,-93.9036537318837,-9.432939824349297,-21.482174412981273,-26.35860246633772,-25.090581000131856,-13.131249388180915,-25.920930293405036,-15.548031024640233,-27.902637732393796,-10.043494285233187,-15.059228603301843,-13.889015309993656,-24.995934797870902,-7.02606685201679,1.4776065019184245e-07,3.2089119373192286e-09,0.0,0.0,9.545890300466555e-08,6.937489682099358e-17,0.0,0.0,4.3147852077789515e-09,-1.5593016428178442e-12,0.0,0.0,0.0,0.0,-0.018601865355618585,0.6000000000000085,-9.976365473179833,0.7571677963768337,-2.000000000000014,-17.923701095861702,-7.275858148529052,0.0,2.3964224261421607e-07,-4.813355521528557e-09,6.0,8.0,4.861111111111112,8.03888462938303,-2.034001048881958,-3.1251510093805095,0.9580719706728995,2.3964224261421607e-07,49.190016916087025,0.0,19.594312765424167,0.0,30.32999859782473,0.0,0.8856717206640676,0.0
8,8,8,0.007500000000000001,420000.0,8,8.038692899747879,-7.3830010390671585,240.0000000000001,7.095355131597357e-11,4.66988612968473e-07,1.0499429501692783,0.8267599233814287,0.0009999445933957666,0.09999445911126859,1.7039392218779597e-10,8.462351587129175e-08,0.022299247010485378,2.3177473779878595e-06,0.09999445897098394,1.7039392218768746e-10,1.085187464028602e-22,5.6172681192508954e-08,2.8450834678782794e-08,0.022236928829007425,6.229081399794457e-05,2.3177473779878595e-06,0.0,4.2611104242362775e-11,5.5325735182297655e-28,3.2316715242689224e-09,2.2895249474373702e-20,2.070285432129101e-09,1.3020536126436647e-24,1.5587373032346588e-11,2.4639560902226393e-26,2.8358635262048134e-08,-6.326613736143051,-10.457564663789858,-5.997610553455423,-7.7944983053935175,-8.038692899747879,-3.183825485067865,-2.0338750172204496,-3.12483324808386,-14.522882479064211,-22.07861149440138,-68.31932719360101,-16.33184313267403,-15.647291338864184,-16.440723436018217,-93.90298082517143,-9.432902198204257,-21.48290060937914,-26.35883318970813,-25.090815489299565,-13.13171320064912,-25.921168548370055,-15.548498602905743,-27.90287975315611,-10.043824534445278,-15.059688649972747,-13.889663288022707,-24.996353452599458,-7.026132549990452,1.4536235008797933e-07,3.2689889755508845e-09,0.0,0.0,8.51120707528282e-08,6.595464395442972e-17,0.0,0.0,2.307585298057473e-09,-1.7510891893464718e-12,0.0,0.0,0.0,0.0,-0.018576792085493565,0.5999999999999961,-9.977343732900707,0.7578534005509852,-1.9999999999999574,-17.925657615303408,-7.2765437527031445,-1.7763568394002505e-15,2.469258174944997e-07,-4.90347110136061e-09,6.0,8.0,4.861111111111112,8.038692899747879,-2.0338750172204496,-3.12483324808386,0.9581272849625562,2.469258174944997e-07,51.47421103626243,0.0,17.742481268739617,0.0,30.302267948641614,0.0,0.4810397463563435,0.0
9,9,9,0.0085,420000.0,8,8.03856239351306,-7.382845025304701,240.0000000000001,7.429924256281726e-11,4.890094066404572e-07,1.0499409814039018,0.8267548420500553,0.000999942662050899,0.09999426596603764,1.7032146358291473e-10,8.461419504314885e-08,0.022303885056199145,2.3194922139837276e-06,0.0999942658257687,1.7032146358280632e-10,1.0838512452260234e-22,5.6171325241269945e-08,2.8442869801878908e-08,0.0222415440794807,6.231359513222342e-05,2.3194922139837276e-06,0.0,4.263502726767484e-11,5.537667756566996e-28,3.232515726296881e-09,2.2909449107791033e-20,2.0714362970659847e-09,1.303244958903437e-24,1.5595948069704578e-11,2.4661970299871533e-26,2.8350668557825773e-08,-6.3264543309397805,-10.457703643060857,-5.997283014097465,-7.7942565288333086,-8.03856239351306,-3.1839559691978776,-2.0337892544227,-3.1246169790512823,-14.52298743356178,-22.07845548063892,-68.31885915231365,-16.331689682150945,-15.647140451580476,-16.440575111973885,-93.90252303684154,-9.43287666857181,-21.483394836953657,-26.358990244051537,-25.090975106882347,-13.132028831994358,-25.921330729192203,-15.548816797490353,-27.903044497217643,-10.044049276514023,-15.060001718078608,-13.890104277019207,-24.9966384278335,-7.02617729342751,1.4498846971430104e-07,3.3387095693267146e-09,0.0,0.0,6.986081693398276e-08,6.396346801878188e-17,0.0,0.0,8.520815646566915e-10,-1.905893865466432e-12,0.0,0.0,0.0,0.0,-0.018559779698806622,0.5999999999999943,-9.97800948607074,0.7583199191798968,-2.0,-17.926989121643487,-7.27701027133209,0.0,2.552284074960737e-07,-5.008051911689448e-09,6.0,8.0,4.861111111111112,8.03856239351306,-2.0337892544227,-3.1246169790512823,0.9581648179080728,2.552284074960737e-07,54.19670206918036,0.0,14.834656999295262,0.0,30.787704917577535,0.0,0.18093601394684153,0.0
10,10,10,0.009500000000000001,420000.0,8,8.038496321857405,-7.382766035532391,240.0000000000001,7.590307473382182e-11,4.995656132233544e-07,1.0499399847671147,0.8267522697376603,0.0009999416843590467,0.09999416819170057,1.7028479399425031e-10,8.460947741699518e-08,0.02230623298740996,2.320375979709948e-06,0.09999416805143958,1.70284793994142e-10,1.083175449711727e-22,5.617063906076989e-08,2.8438838356225283e-08,0.02224388046352514,6.232513515507765e-05,2.320375979709948e-06,0.0,4.2647143661664455e-11,5.540248633871919e-28,3.2329431845838978e-09,2.291664141977776e-20,2.072019178336071e-09,1.303848524475797e-24,1.5600291072929664e-11,2.4673323416141622e-26,2.8346636186726933e-08,-6.326373604903451,-10.457774005835857,-5.997117208324922,-7.794134131060886,-8.038496321857405,-3.1840220296638746,-2.0337458464225904,-3.12450749939552,-14.523040564721462,-22.07837649086661,-68.3186221829967,-16.331611989967325,-15.647064056985538,-16.440500014967636,-93.90229125787937,-9.432863739265498,-21.48364504215942,-26.359069730643135,-25.091055891062634,-13.132188605946952,-25.92141281096118,-15.548977869031637,-27.903127876575304,-10.044163047289132,-15.060160194442517,-13.890327516260426,-24.99678267730241,-7.026199957083046,1.4694615650671865e-07,3.4326978501677246e-09,0.0,0.0,3.247577994595921e-08,6.398148732124573e-17,0.0,0.0,7.435031094875356e-11,-2.0212605267547923e-12,0.0,0.0,0.0,0.0,-0.018551163891146416,0.5999999999999996,-9.978346507276726,0.7585560877274276,-2.000000000000014,-17.92766316405553,-7.277246439879621,0.0,2.662597352773483e-07,-5.149034079000016e-09,6.0,8.0,4.861111111111112,8.038496321857405,-2.0337458464225904,-3.12450749939552,0.9581838267741993,2.662597352773483e-07,59.73216784783517,0.0,7.2855504671059625,0.0,32.96560208741521,0.0,0.01667959764364532,0.0
1,1,1,0.0005,430000.0,9,8.040632383558744,-7.385241102463469,240.00000000000006,4.639095131666368e-12,3.053184621648509e-08,1.049978009720678,0.8268503445110391,0.0009999789856599075,0.09999789855067359,2.8869310240959563e-06,5.035497975269819e-12,0.022222517153763353,2.289868461482928e-06,0.09999789841020579,2.8869310240940936e-06,1.8626150004226303e-18,3.3380598125335645e-12,1.697438162736255e-12,0.022160481091185156,6.200892354114126e-05,2.289868461482928e-06,0.0,2.510235481850142e-15,3.2425005161499997e-32,1.9122953012702544e-13,1.3478340602749951e-24,1.2197320804220844e-13,7.631789577604104e-29,9.184417271963218e-16,1.4443507226535344e-30,1.6919618027395653e-12,-6.328594657640981,-6.229391161498636,-6.002878829690683,-7.798252475209296,-8.040632383558744,-3.181886416808441,-2.03538912363992,-3.128286838314196,-14.521244405941678,-22.08085155779769,-68.32604738378994,-16.334037653964856,-15.649440318049525,-16.44282687309807,-93.90951884693841,-9.433203193341143,-13.023100014566351,-22.12982599586879,-20.86176275335474,-8.900420401307981,-21.692070270319736,-11.317160261459117,-23.673735933000316,-5.814136925734601,-10.828441392737094,-9.656522504633116,-20.765452732606178,-7.0257071725990485,0.0,0.0,0.0,0.0,0.0018406998060904339,5.3680308254783855e-05,0.0004120716620975107,6.934489766211634e-06,0.0006397694005218923,1.5633915593051386e-05,0.0,0.0,0.0,0.0,-8.471046075700556,-12.07840313806143,-1.5145149252489745,-3.475588377975498,-1.9999999999999716,-0.9999999999999716,-3.043101974176666,-1.7763568394002505e-15,0.0,0.0,6.0,9.0,4.976851851851852,8.040632383558744,-2.03538912363992,-3.128286838314196,3.3802897172104005e-09,0.0,0.0,0.0,63.636086390421276,14.24601002375145,0.0,0.0,22.11790358582727,0.0
2,2,2,0.0015,430000.0,9,8.040385460740456,-7.384959405489989,240.00000000000006,1.4061789125988725e-11,9.25469544499423e-08,1.0499730858070666,0.8268376501997168,0.0009999741555372487,0.09999741550813664,2.2926854950290584e-06,6.333975227548017e-12,0.02223290929154492,2.2935815688390425e-06,0.09999741536768993,2.292685495027582e-06,1.4766657378534558e-18,4.199556710425927e-12,2.1344185171220906e-12,0.022170838664837374,6.204345676521987e-05,2.2935815688390425e-06,0.0,3.1615835233003212e-15,4.0865024939402145e-32,2.4071254151243075e-13,1.6977017811987494e-24,1.536203255732474e-13,9.618156499001831e-29,1.1567236301654035e-15,1.8202548893994418e-30,2.1275284415493943e-12,-6.328351277860874,-6.329369790870021,-6.002173393597675,-7.797758908676052,-8.040385460740456,-3.1821332796774535,-2.0351772540801636,-3.127828045936134,-14.52145643470622,-22.08056986082421,-68.3252022928695,-16.333762345487944,-15.64917139806918,-16.442564341614297,-93.90869931000424,-9.433168359236676,-13.223516065687146,-22.229953055882774,-20.961896201865294,-9.000835546792013,-21.79221010732686,-11.417581795439721,-23.773882158504005,-5.914327424665721,-10.928850149724557,-9.757171735993024,-20.865820266992607,-7.025742225857577,0.0,0.0,0.0,0.0,1.091741145415833e-06,7.26290846430835e-14,0.0,0.0,2.8266227044304263e-08,5.154549667362066e-13,0.0,0.0,0.0,0.0,-8.27158248274665,-11.779242552760394,-1.7153547154892905,-3.374904312511177,-2.0000000000000426,-1.4016795804806748,-3.1437860396410415,0.0,0.0,0.0,6.0,9.0,4.976851851851852,8.040385460740456,-2.0351772540801636,-3.127828045936134,5.3507852011202875e-09,0.0,0.0,0.0,97.4762463409311,0.0,0.0,0.0,2.52375365906891,0.0
3,3,3,0.0025,430000.0,9,8.040150467641197,-7.384691213707647,240.00000000000006,2.3183738740686618e-11,1.5258320238292224e-07,1.0499683442127132,0.8268254264579566,0.0009999695042684198,0.09999695035194932,1.698414775979533e-06,8.541617068456425e-12,0.022242871900105793,2.2971439145482114e-06,0.09999695021152277,1.698414775978441e-06,1.0921081674836226e-18,5.664204275731741e-12,2.8774127927246847e-12,0.022180767938851577,6.207676158708174e-05,2.2971439145482114e-06,0.0,4.268720042906166e-15,5.520937132913189e-32,3.2483080577191687e-13,2.2923853484982727e-24,2.0741299196421905e-13,1.299411909912394e-28,1.5617477212191135e-15,2.4591301924800396e-30,2.8681192553279714e-12,-6.32811668210039,-6.4595615721149535,-6.001497666292071,-7.797286949132086,-8.040150467641197,-3.1823682148683496,-2.0349734863185427,-3.127389285075253,-14.521658113305673,-22.080301669041866,-68.32439771752249,-16.3335003049069,-15.648915508689432,-16.442314603435847,-93.9079193394624,-9.43313510264523,-13.484338389037891,-22.360290332069905,-21.092239629253722,-9.131447165962786,-21.922559685916585,-11.548199565811789,-23.904237888295025,-6.044722973672279,-11.059455617694033,-9.8880059879521,-20.996386327169336,-7.025773451195205,0.0,0.0,0.0,0.0,1.0691370352075468e-06,1.8996151299440823e-13,0.0,0.0,1.9836122533770096e-08,4.593655044351903e-13,0.0,0.0,0.0,0.0,-8.011668732730161,-11.389405155372932,-1.9765845743632866,-3.2440368039606398,-1.9999999999999858,-1.9241392982286243,-3.2746535481915617,0.0,0.0,0.0,6.0,9.0,4.976851851851852,8.040150467641197,-2.0349734863185427,-3.127389285075253,9.734894902785336e-09,0.0,0.0,0.0,98.17845624634927,0.0,0.0,0.0,1.8215437536507326,0.0
4,4,4,0.0035,430000.0,9,8.039935053963616,-7.384445185902611,240.00000000000006,3.180962474416379e-11,2.0935502834957323e-07,1.04996390148188,0.8268139741065806,0.0009999651461828035,0.09999651451567554,1.1041256323269572e-06,1.3126916560041476e-11,0.022252130400804062,2.300455199527695e-06,0.09999651437526759,1.1041256323262483e-06,7.088899840490704e-19,8.706171549605378e-12,4.420745010436098e-12,0.022189995121593586,6.210805177019571e-05,2.300455199527695e-06,0.0,6.56757946845855e-15,8.498970685319173e-32,4.995165727034262e-13,3.5271660734713075e-24,3.191084066195749e-13,2.0002981092958464e-28,2.402744259575012e-15,3.785507201941338e-30,4.406459713024729e-12,-6.327896389761679,-6.646484964277856,-6.00087048902193,-7.796850346594489,-8.039935053963616,-3.1825835739799078,-2.0347829115859746,-3.1269832966651165,-14.521842803723748,-22.08005564123683,-68.32365963410739,-16.333260039250188,-15.648681005181047,-16.44208586207579,-93.90720430464062,-9.43310443395175,-13.85859116177383,-22.547354608041218,-21.279309667373358,-9.318763231887457,-22.109635486184548,-11.735521393884788,-24.091319450711318,-6.231836940567739,-11.246765921470379,-10.075525888691674,-21.18366020010388,-7.025798290140236,0.0,0.0,0.0,0.0,1.06567446058085e-06,8.544681628665083e-13,0.0,0.0,1.460603459864993e-08,3.832350907946425e-13,0.0,0.0,0.0,0.0,-7.638252612061427,-10.829311615780291,-2.3512184965643357,-3.0564862345275685,-1.9999999999999574,-2.67340714263068,-3.462204117624618,0.0,0.0,0.0,6.0,9.0,4.976851851851852,8.039935053963616,-2.0347829115859746,-3.1269832966651165,2.300103548242965e-08,0.0,0.0,0.0,98.64794054286585,0.0,0.0,0.0,1.3520594571341384,0.0
5,5,5,0.0045000000000000005,430000.0,9,8.039746388362099,-7.384229437157411,240.0000000000001,3.975284300940118e-11,2.6163419474268385e-07,1.049959866799805,0.8268035749726401,0.0009999611883907396,0.09999611871094903,5.098321196551919e-07,2.840522423866323e-11,0.022260427566754323,2.303420999088094e-06,0.09999611857055755,5.098321196548649e-07,3.268887983133404e-19,1.8841703490382772e-11,9.56352074828046e-12,0.022198263724549718,6.213658966727364e-05,2.303420999088094e-06,0.0,1.4225432016626066e-14,1.8417982686641944e-31,1.0814881579029547e-12,7.640347756438454e-24,6.911837145375189e-13,4.334762692275989e-28,5.204244562542495e-15,8.203323644408447e-30,9.532603567964064e-12,-6.327695568443353,-6.981983992427294,-6.000309496773374,-7.796461976097625,-8.039746388362099,-3.18277218957675,-2.0346102898343097,-3.126622009311916,-14.522004286172237,-22.07983989249163,-68.32301238787177,-16.333049521418623,-15.648475718263118,-16.441885806071493,-93.90657798205953,-9.433077300803394,-14.529950505425912,-22.88298836186244,-21.614948652108218,-9.65461796536752,-22.44527970183304,-12.07138135827848,-24.426968897273444,-6.567508590468854,-11.582615424036804,-10.411558775941309,-21.519477338608315,-7.025814333990061,0.0,0.0,0.0,0.0,9.997601271678538e-07,6.77025282315018e-09,0.0,0.0,1.0660858357793053e-08,9.935430715810855e-12,0.0,0.0,0.0,0.0,-6.9676317369516685,-9.823407411261684,-3.0229230837197676,-2.7204262141296454,-2.000000000000057,-4.016816316941686,-3.7982641380226085,0.0,0.0,0.0,6.0,9.0,4.976851851851852,8.039746388362099,-2.0346102898343097,-3.126622009311916,1.077378396964175e-07,0.0,0.0,0.0,98.94490924965824,0.0,0.0,0.0,1.05509075034175,0.0
6,6,6,0.0055000000000000005,430000.0,9,8.039576025119002,-7.384029151424281,240.0000000000001,4.683854495894397e-11,3.082697964596149e-07,1.049956341347013,0.8267944865586576,0.0009999577300916533,0.09999577285827249,1.7088238329119432e-10,8.468491344326564e-08,0.022267699131422482,2.3060755891461844e-06,0.0999957727178994,1.708823832910849e-10,1.09434138443239e-22,5.6179517839788545e-08,2.850539560347709e-08,0.022205503976205104,6.216787994636782e-05,2.3060755891461844e-06,0.0,4.244777228561188e-11,5.498340815982293e-28,3.2258279055734797e-09,2.2799876395702806e-20,2.0624273972338186e-09,1.2940481593368308e-24,1.552881824942326e-11,2.4488981896575279e-26,2.8413206596676998e-08,-6.327475780948044,-10.456633409381089,-5.9998080146428565,-7.796111092165802,-8.039576025119002,-3.1829425096649837,-2.0344596916356137,-3.126301047870136,-14.522144640615577,-22.0796396067585,-68.32241153067238,-16.332853809619,-15.648284580397002,-16.44169924213888,-93.90599542059417,-9.433047335158498,-21.479570300775265,-26.357743263414005,-25.08970812759329,-13.12957772658572,-25.920043751251615,-15.546345693430187,-27.90173752062553,-10.042308605621358,-15.0575706113215,-13.886679709380733,-24.994397986314606,-7.025834099034479,3.1360689895018756e-08,-1.2814054688214345e-08,0.0,0.0,4.312264856018924e-07,4.0777637409842744e-08,0.0,0.0,7.099236316991123e-09,3.6846880750312466e-11,0.0,0.0,0.0,0.0,-0.018673500065574444,0.5999999999999996,-9.972844075466568,0.7547246849547236,-2.0000000000000284,-17.916658300435188,-7.273415037106929,-1.7763568394002505e-15,2.1919932404763183e-07,-4.554231302774488e-09,6.0,9.0,4.976851851851852,8.039576025119002,-2.0344596916356137,-3.126301047870136,0.9579139545093999,2.1919932404763183e-07,31.81940235320692,0.0,62.59767957926897,0.0,4.5523790466932015,0.0,1.0305390208308898,0.0
7,7,7,0.006500000000000001,430000.0,9,8.039381615447605,-7.383792859496945,240.00000000000017,5.2908736214135524e-11,3.482218109951452e-07,1.0499534154915362,0.8267869354530845,0.0009999548598300847,0.09999548581263348,1.7077366840206349e-10,8.467073888689605e-08,0.02227459107177717,2.308680437283154e-06,0.0999954856722863,1.7077366840195427e-10,1.0923422494231497e-22,5.617714527437601e-08,2.849359361252004e-08,0.022212357603797108,6.22061712862135e-05,2.308680437283154e-06,0.0,4.2483024423284836e-11,5.505900663183441e-28,3.2270640416017923e-09,2.2821012164363398e-20,2.0641232545709172e-09,1.2958162358219256e-24,1.5541453849799063e-11,2.4522241812099748e-26,2.8401401609106444e-08,-6.327207469548967,-10.456841735915392,-5.9993166600041,-7.7957472688827565,-8.039381615447605,-3.1831368864195695,-2.034332160279897,-3.125979106843012,-14.522297102197406,-22.079403314831165,-68.32170265489037,-16.332621326585958,-15.648055906258257,-16.441474376894433,-93.90530178038934,-9.433005419985747,-21.48030889487097,-26.357974169626694,-25.08994284270027,-13.130048733620036,-25.920282275252898,-15.546820509358803,-27.9019798535211,-10.042644463511373,-15.05803780946152,-13.887337475381042,-24.994819460387582,-7.025900977350156,1.509351184058167e-07,3.1744682139742366e-09,0.0,0.0,9.545890306981328e-08,6.51477259581618e-17,0.0,0.0,4.313121113816983e-09,-1.6640939619688934e-12,0.0,0.0,0.0,0.0,-0.018645567589340217,0.6000000000000014,-9.973837732273687,0.7554243661278122,-1.9999999999999858,-17.91864561404941,-7.2741147182799875,0.0,2.348805523598666e-07,-4.761690254349476e-09,6.0,9.0,4.976851851851852,8.039381615447605,-2.034332160279897,-3.125979106843012,0.957975566549992,2.348805523598666e-07,48.370367454303775,0.0,19.65842711063291,0.0,31.082978414758138,0.0,0.8882270203051983,0.0
